Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,Density,Enthalpy_mix (Hmix),Entropy_mix (Smix),Tm,Aatomic_Size_Difference,Electro_Negativity_Difference,VEC,Phase,BCC,BCC+Im,FCC,FCC+BCC,FCC+BCC+Im,FCC+Im
0,0,0.25,0.2,0.2,0.15,0.2,0,0,0,0,0,0,0,7.96,1.52,13.2766,1760.3,3.225328437,0.1405,8.15,FCC + BCC,,,,1,,
0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,8.04,2.72,13.38,1719.2,3.197741982,0.14,8.4,FCC + BCC,,,,1,,
0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,8.04,2.72,13.38,1719.2,3.197741982,0.14,8.4,FCC + BCC,,,,1,,
0,0.2,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,8.05,4.16,13.3816,1727.2,3.14703294,0.1363,8.2,FCC + BCC,,,,1,,
0.0909,0.1818,0.1818,0.1818,0.1818,0,0.1818,0,0,0,0,0,0,0,7.6008,-2.6509,16.0063,1722.1278,4.807353884,0.1389,7.8174,FCC + BCC,,,,1,,
0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,8.04,2.72,13.38,1719.2,3.197741982,0.14,8.4,FCC + BCC,,,,1,,
0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,8.04,2.72,13.38,1719.2,3.197741982,0.14,8.4,FCC + BCC,,,,1,,
0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,8.04,2.72,13.38,1719.2,3.197741982,0.14,8.4,FCC + BCC,,,,1,,
0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,8.04,2.72,13.38,1719.2,3.197741982,0.14,8.4,FCC + BCC,,,,1,,
0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,8.04,2.72,13.38,1719.2,3.197741982,0.14,8.4,FCC + BCC,,,,1,,
0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,8.04,2.72,13.38,1719.2,3.197741982,0.14,8.4,FCC + BCC,,,,1,,
0.1429,0.1429,0.1429,0.1429,0.1429,0.1429,0.1429,0,0,0,0,0,0,0,6.8732,-3.7778,14.8975,1614.2594,5.181922446,0.137,8.1453,FCC + BCC,,,,1,,
0,0.2437,0.2437,0.2437,0.2437,0,0,0,0,0.0251,0,0,0,0,8.2007,-5.473,12.2121,1893.4334,2.29786855,0.1015,8.1676,FCC + Im,,,,,,1
0,0.2407,0.2407,0.2407,0.2407,0,0,0,0,0.0373,0,0,0,0,8.2078,-6.2766,12.4206,1904.3702,2.770510176,0.1036,8.1296,FCC + Im,,,,,,1
0,0.2378,0.2378,0.2378,0.2378,0,0,0,0,0.049,0,0,0,0,8.2145,-7.0248,12.5872,1914.712,3.146202186,0.1056,8.0924,FCC + Im,,,,,,1
0,0.2321,0.2321,0.2321,0.2321,0,0,0,0,0.0717,0,0,0,0,8.227,-8.385,12.8389,1934.3068,3.742948675,0.109,8.0178,FCC + Im,,,,,,1
0,0.2267,0.2267,0.2267,0.2267,0,0,0,0,0.0934,0,0,0,0,8.2393,-9.6859,13.0299,1953.3511,4.20527843,0.1121,7.9481,FCC + Im,,,,,,1
0,0.1739,0.1739,0.1739,0.1739,0,0.1739,0,0.1304,0,0,0,0,0,7.7349,-6.9565,14.8556,1850.8339,3.294732472,0.1369,7.608,FCC + Im,,,,,,1
0,0.1667,0.1667,0.1667,0.1667,0,0.1667,0,0.1667,0,0,0,0,0,7.6567,-7.5556,14.8975,1865.1517,3.287810498,0.1361,7.5015,FCC + Im,,,,,,1
0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,8.0258,-4.16,13.38,1801.2,3.269463577,0.14,8,FCC + Im,,,,,,1
0.098,0,0.1765,0.1961,0.4902,0,0,0,0.0392,0,0,0,0,0,7.4289,-10.9973,11.0561,1763.9803,4.443969945,0.1189,8.3138,FCC + Im,,,,,,1
0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,7.7601,-0.92,9.7136,1756,3.833181374,0.1321,7.6,FCC + Im,,,,,,1
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,,,,,,1
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,,,,,,1
0.075,0.1333,0.1333,0.1333,0.45,0,0,0.075,0,0,0,0,0,0,7.432,-14.6367,12.9193,1760.852,5.632254727,0.1291,8.3159,FCC + Im,,,,,,1
0.075,0.1333,0.1333,0.1333,0.45,0,0,0.075,0,0,0,0,0,0,7.432,-14.6367,12.9193,1760.852,5.632254727,0.1291,8.3159,FCC + Im,,,,,,1
0,0.2381,0.2381,0.2381,0.2381,0,0,0,0,0,0.0476,0,0,0,8.31,-4.04,12.57,1920.5043,1.998207895,0.12,8.1429,FCC + Im,,,,,,1
0,0.2381,0.2381,0.2381,0.2381,0,0,0,0,0,0.0476,0,0,0,8.31,-4.04,12.57,1920.5043,1.998207895,0.12,8.1429,FCC + Im,,,,,,1
0,0.187,0.187,0.187,0.187,0.187,0,0,0,0.065,0,0,0,0,8.3713,-15.3853,14.6289,1832.245,3.571407404,0.1092,8.553,FCC + Im,,,,,,1
0,0.1803,0.1803,0.1803,0.1803,0.1803,0,0,0,0.0984,0,0,0,0,8.3839,-16.3722,14.8266,1864.5936,4.239049735,0.1156,8.4252,FCC + Im,,,,,,1
0,0.1736,0.1736,0.1736,0.1736,0.1736,0,0,0,0.1322,0,0,0,0,8.3961,-17.2086,14.8962,1897.9298,4.76468036,0.121,8.2994,FCC + Im,,,,,,1
0.0909,0.1818,0.1818,0.1818,0.1818,0,0.1818,0,0,0,0,0,0,0,7.6008,-2.6509,16.0063,1722.1278,4.807353884,0.1389,7.8174,FCC + Im,,,,,,1
0,0.2222,0.2222,0.2222,0.2222,0,0,0,0.1111,0,0,0,0,0,7.9128,-7.0123,13.1459,1906.17,1.757946846,0.109,7.8881,FCC + Im,,,,,,1
0,0.2128,0.2128,0.2128,0.2128,0,0,0,0.1489,0,0,0,0,0,7.8228,-7.9131,13.3088,1918.255,1.980340169,0.112,7.7669,FCC + Im,,,,,,1
0,0.2083,0.2083,0.2083,0.2083,0,0,0,0.1667,0,0,0,0,0,7.781,-8.2986,13.3514,1923.4755,2.069519381,0.1132,7.7074,FCC + Im,,,,,,1
0,0.2041,0.2041,0.2041,0.2041,0,0,0,0.1837,0,0,0,0,0,7.7413,-8.6464,13.3745,1929.0865,2.146086519,0.1142,7.6538,FCC + Im,,,,,,1
0,0.2,0.2,0.2,0.2,0,0,0,0.2,0,0,0,0,0,7.7034,-8.96,13.3816,1934,2.213558747,0.1151,7.6,FCC + Im,,,,,,1
0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,8.03,-4.16,13.38,1801.2,3.269463577,0.14,8,FCC + Im,,,,,,1
0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,8.03,-4.16,13.38,1801.2,3.269463577,0.14,8,FCC + Im,,,,,,1
0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,7.8718,-6.26,13.377,1863.9,2.403624139,0.1136,7.95,FCC + Im,,,,,,1
0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,7.8718,-6.26,13.377,1863.9,2.403624139,0.1136,7.95,FCC + Im,,,,,,1
0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,7.8718,-6.26,13.377,1863.9,2.403624139,0.1136,7.95,FCC + Im,,,,,,1
0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,7.8718,-6.26,13.377,1863.9,2.403624139,0.1136,7.95,FCC + Im,,,,,,1
0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,7.8718,-6.26,13.377,1863.9,2.403624139,0.1136,7.95,FCC + Im,,,,,,1
0,0.175,0.125,0.55,0.1,0,0,0,0,0,0.05,0,0,0,8.2028,-2.335,10.591,1895.55,2.092874289,0.1,8.025,FCC + Im,,,,,,1
0,0.1809,0.1206,0.5528,0.0704,0,0,0,0,0,0.0754,0,0,0,8.2529,-2.331,10.6244,1923.8423,2.5202834,0.1111,7.9305,FCC + Im,,,,,,1
0,0.1809,0.1206,0.5528,0.0704,0,0,0,0,0,0.0754,0,0,0,8.2529,-2.331,10.6244,1923.8423,2.5202834,0.1111,7.9305,FCC + Im,,,,,,1
0.7143,0.0952,0.0952,0,0.0952,0,0,0,0,0,0,0,0,0,3.8993,-14.2766,7.5841,1206.8244,6.003446761,0.1108,6.6658,FCC + Im,,,,,,1
0.03,0.3133,0.3133,0,0.3133,0,0,0.03,0,0,0,0,0,0,7.8873,-8.9774,10.8192,1864.5381,3.751592948,0.1227,8.1325,FCC + Im,,,,,,1
0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,8.19,-3.75,11.53,1871.75,0.302115885,0.1,8.25,FCC + Im,,,,,,1
0.04,0.235,0.235,0.235,0.235,0,0,0.02,0,0,0,0,0,0,7.7676,-7.3763,13.0394,1835.585,3.706237868,0.1092,8.075,FCC + Im,,,,,,1
0.04,0.235,0.235,0.235,0.235,0,0,0.02,0,0,0,0,0,0,7.7676,-7.3763,13.0394,1835.585,3.706237868,0.1092,8.075,FCC + Im,,,,,,1
0.04,0.235,0.235,0.235,0.235,0,0,0.02,0,0,0,0,0,0,7.7676,-7.3763,13.0394,1835.585,3.706237868,0.1092,8.075,FCC + Im,,,,,,1
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,,,,,,1
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,,,,,,1
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,,,,,,1
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,,,,,,1
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,,,,,,1
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,,,,,,1
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,,,,,,1
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,,,,,,1
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,,,,,,1
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,,,,,,1
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,,,,,,1
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,,,,,,1
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,,,,,,1
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,,,,,,1
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,,,,,,1
0,0.2353,0.2353,0.2353,0.2353,0,0,0,0,0.0588,0,0,0,0,8.2201,-7.6401,12.7084,1922.9207,3.421941055,0.1071,8.0589,FCC + Im,,,,,,1
0,0.2353,0.2353,0.2353,0.2353,0,0,0,0,0.0588,0,0,0,0,8.2201,-7.6401,12.7084,1922.9207,3.421941055,0.1071,8.0589,FCC + Im,,,,,,1
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,,,,,,1
0.1275,0,0,0.3529,0.1765,0,0.3235,0.0196,0,0,0,0,0,0,6.9249,-10.8754,11.4608,1592.4915,5.550761911,0.1489,7.6961,FCC + Im,,,,,,1
0.1275,0,0,0.3529,0.1765,0,0.3235,0.0196,0,0,0,0,0,0,6.9249,-10.8754,11.4608,1592.4915,5.550761911,0.1489,7.6961,FCC + Im,,,,,,1
0.125,0,0,0.3462,0.1731,0,0.3173,0.0385,0,0,0,0,0,0,6.8612,-11.8635,11.8089,1599.3899,5.723937345,0.1495,7.6257,FCC + Im,,,,,,1
0.125,0,0,0.3462,0.1731,0,0.3173,0.0385,0,0,0,0,0,0,6.8612,-11.8635,11.8089,1599.3899,5.723937345,0.1495,7.6257,FCC + Im,,,,,,1
0.125,0,0,0.3462,0.1731,0,0.3173,0.0385,0,0,0,0,0,0,6.8612,-11.8635,11.8089,1599.3899,5.723937345,0.1495,7.6257,FCC + Im,,,,,,1
0.1275,0,0,0.3529,0.1765,0,0.3235,0.0196,0,0,0,0,0,0,6.8009,-12.77,12.0647,1592.4915,5.550761911,0.15,7.6961,FCC + Im,,,,,,1
0.1275,0,0,0.3529,0.1765,0,0.3235,0.0196,0,0,0,0,0,0,6.8009,-12.77,12.0647,1592.4915,5.550761911,0.15,7.6961,FCC + Im,,,,,,1
0.1275,0,0,0.3529,0.1765,0,0.3235,0.0196,0,0,0,0,0,0,6.9249,-10.8754,11.4608,1592.4915,5.550761911,0.1489,7.6961,FCC + Im,,,,,,1
0.15,0,0,0.3,0.2,0,0.35,0,0,0,0,0,0,0,6.8706,-11.33,11.1005,1560.5,5.423557397,0.1508,7.75,FCC + Im,,,,,,1
0.14,0,0,0.33,0.19,0,0.34,0,0,0,0,0,0,0,6.9311,-10.56,11.0038,1573.03,5.393118654,0.1496,7.76,FCC + Im,,,,,,1
0.14,0,0,0.29,0.19,0,0.38,0,0,0,0,0,0,0,6.9153,-10.9216,10.954,1561.35,5.316103858,0.1513,7.72,FCC + Im,,,,,,1
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,,,,,,1
0.13,0,0,0.31,0.18,0,0.38,0,0,0,0,0,0,0,6.9721,-10.222,10.8474,1570.96,5.270017825,0.1506,7.72,FCC + Im,,,,,,1
0.12,0,0,0.33,0.17,0,0.38,0,0,0,0,0,0,0,7.0293,-9.5192,10.719,1580.57,5.218919898,0.1499,7.72,FCC + Im,,,,,,1
0.11,0,0,0.34,0.16,0,0.39,0,0,0,0,0,0,0,7.0828,-8.8868,10.5597,1587.26,5.146793324,0.1496,7.71,FCC + Im,,,,,,1
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,,,,,,1
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,,,,,,1
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,,,,,,1
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,,,,,,1
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,,,,,,1
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,,,,,,1
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,,,,,,1
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,,,,,,1
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,,,,,,1
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,,,,,,1
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,,,,,,1
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,,,,,,1
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,,,,,,1
0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,7.7601,-0.92,9.7136,1756,3.833181374,0.1321,7.6,FCC + Im,,,,,,1
0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,7.7601,-0.92,9.7136,1756,3.833181374,0.1321,7.6,FCC + Im,,,,,,1
0,0.2,0.2,0.34,0.06,0,0.2,0,0,0,0,0,0,0,7.8895,-2.5472,12.4822,1812.82,3.302527895,0.1292,7.72,FCC + Im,,,,,,1
0,0.125,0.125,0.5,0,0,0.25,0,0,0,0,0,0,0,7.8319,-1.76,11.0764,1778.75,3.624469663,0.1247,7.625,FCC + Im,,,,,,1
0.08,0.17,0.17,0.17,0.33,0.08,0,0,0,0,0,0,0,0,7.7363,-5.1292,13.9157,1732.55,3.985354213,0.1081,8.57,FCC + Im,,,,,,1
0.08,0.17,0.17,0.17,0.33,0.08,0,0,0,0,0,0,0,0,7.7363,-5.1292,13.9157,1732.55,3.985354213,0.1081,8.57,FCC + Im,,,,,,1
0.08,0.17,0.17,0.17,0.33,0.08,0,0,0,0,0,0,0,0,7.7363,-5.1292,13.9157,1732.55,3.985354213,0.1081,8.57,FCC + Im,,,,,,1
0.08,0.17,0.17,0.17,0.33,0.08,0,0,0,0,0,0,0,0,7.7363,-5.1292,13.9157,1732.55,3.985354213,0.1081,8.57,FCC + Im,,,,,,1
0.037,0.1852,0.1852,0.1852,0.3704,0.037,0,0,0,0,0,0,0,0,8.0484,-4.5322,12.8782,1791.385,2.823115188,0.1008,8.5926,FCC + Im,,,,,,1
0.0566,0,0.1887,0.1887,0.3774,0.1887,0,0,0,0,0,0,0,0,7.87,-7.01,12.26,1714.284,3.449239565,0.11,8.8311,FCC + Im,,,,,,1
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,,,,,,1
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,,,,,,1
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,,,,,,1
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,,,,,,1
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,,,,,,1
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,,,,,,1
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,,,,,,1
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,,,,,,1
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,,,,,,1
0.0364,0.2727,0.1818,0.1818,0.2727,0,0,0.0545,0,0,0,0,0,0,7.7336,-10.0298,13.3678,1818.696,4.630316499,0.1169,8.1629,FCC + Im,,,,,,1
0.0364,0.2727,0.1818,0.1818,0.2727,0,0,0.0545,0,0,0,0,0,0,7.7336,-10.0298,13.3678,1818.696,4.630316499,0.1169,8.1629,FCC + Im,,,,,,1
0.0364,0.2727,0.1818,0.1818,0.2727,0,0,0.0545,0,0,0,0,0,0,7.7336,-10.0298,13.3678,1818.696,4.630316499,0.1169,8.1629,FCC + Im,,,,,,1
0.0364,0.2727,0.1818,0.1818,0.2727,0,0,0.0545,0,0,0,0,0,0,7.7336,-10.0298,13.3678,1818.696,4.630316499,0.1169,8.1629,FCC + Im,,,,,,1
0.0364,0.2727,0.1818,0.1818,0.2727,0,0,0.0545,0,0,0,0,0,0,7.7336,-10.0298,13.3678,1818.696,4.630316499,0.1169,8.1629,FCC + Im,,,,,,1
0.0364,0.2727,0.1818,0.1818,0.2727,0,0,0.0545,0,0,0,0,0,0,7.7336,-10.0298,13.3678,1818.696,4.630316499,0.1169,8.1629,FCC + Im,,,,,,1
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,,,,,,1
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,,,,,,1
0,0.2083,0.2083,0.2083,0.2083,0,0,0.1667,0,0,0,0,0,0,7.58,-6.75,14.87,1883.1341,6.261039124,0.13,7.5407,FCC + Im,,,,,,1
0,0.1818,0.1818,0.1818,0.1818,0.1818,0,0.0909,0,0,0,0,0,0,7.8417,-3.7025,14.698,1784.4852,4.82242989,0.1224,8.3628,FCC + Im,,,,,,1
0,0.2,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0,0,7.43,-8.44,14.9,1885.6,6.680561833,0.14,7.4,FCC + Im,,,,,,1
0,0.26,0.185,0.185,0.185,0,0.185,0,0,0,0,0,0,0,8.0881,-4.1144,13.2941,1798.71,3.165958789,0.1364,8.075,FCC + Im,,,,,,1
0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,8.03,-4.16,13.38,1801.2,3.269463577,0.14,8,FCC + Im,,,,,,1
0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,8.17,-3.75,11.53,1871.75,0.302115885,0.1,8.25,FCC + Im,,,,,,1
0.098,0,0.1765,0.1961,0.4902,0,0,0,0.0392,0,0,0,0,0,7.4289,-10.9973,11.0561,1763.9803,4.443969945,0.1189,8.3138,FCC + Im,,,,,,1
0.098,0,0.1765,0.1961,0.4902,0,0,0,0.0392,0,0,0,0,0,7.4289,-10.9973,11.0561,1763.9803,4.443969945,0.1189,8.3138,FCC + Im,,,,,,1
0,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0.0698,0,0,0,8.3744,-4.1536,12.826,1943.5624,2.377862665,0.1273,8.0946,FCC + Im,,,,,,1
0,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0.0698,0,0,0,8.3744,-4.1536,12.826,1943.5624,2.377862665,0.1273,8.0946,FCC + Im,,,,,,1
0,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0.0698,0,0,0,8.3744,-4.1536,12.826,1943.5624,2.377862665,0.1273,8.0946,FCC + Im,,,,,,1
0.1639,0.1639,0.1639,0.1639,0.3443,0,0,0,0,0,0,0,0,0,7.08,-11.94,12.91,1691.7965,5.380762195,0.12,8.1961,FCC + Im,,,,,,1
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,,,,,,1
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,,,,,,1
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,,,,,,1
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,,,,,,1
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,,,,,,1
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,,,,,,1
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,,,,,,1
0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,6.4826,-13.4844,11.2968,1515.32,5.708363976,0.1475,7.61,FCC + Im,,,,,,1
0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,6.4826,-13.4844,11.2968,1515.32,5.708363976,0.1475,7.61,FCC + Im,,,,,,1
0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,6.4826,-13.4844,11.2968,1515.32,5.708363976,0.1475,7.61,FCC + Im,,,,,,1
0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,6.4826,-13.4844,11.2968,1515.32,5.708363976,0.1475,7.61,FCC + Im,,,,,,1
0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,6.4826,-13.4844,11.2968,1515.32,5.708363976,0.1475,7.61,FCC + Im,,,,,,1
0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,6.4826,-13.4844,11.2968,1515.32,5.708363976,0.1475,7.61,FCC + Im,,,,,,1
0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,6.4826,-13.4844,11.2968,1515.32,5.708363976,0.1475,7.61,FCC + Im,,,,,,1
0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,6.4826,-13.4844,11.2968,1515.32,5.708363976,0.1475,7.61,FCC + Im,,,,,,1
