Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,Density,dHmix,dSmix,Tm,ASD,END,VEC,Phase,,,
0,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,6.56,-4.64,13.38,2234.8,8.678228005,0.12,4.8,BCC + Im,0.08678228,8.678228005,1.4118
0,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,6.56,-4.64,13.38,2234.8,8.678228005,0.12,4.8,BCC + Im,0.08678228,8.678228005,1.4118
0,0.2273,0.2273,0,0,0,0,0.0909,0,0.2273,0.2273,0,0,0,8.3271,-12.7686,13.0113,2355.3074,6.23540462,0.2249,6.2734,BCC + Im,0.062354046,6.23540462,1.3357674
0,0.2273,0.2273,0,0,0,0,0.0909,0,0.2273,0.2273,0,0,0,8.3271,-12.7686,13.0113,2355.3074,6.23540462,0.2249,6.2734,BCC + Im,0.062354046,6.23540462,1.3357674
0,0.2273,0.2273,0,0,0,0,0.0909,0,0.2273,0.2273,0,0,0,8.3271,-12.7686,13.0113,2355.3074,6.23540462,0.2249,6.2734,BCC + Im,0.062354046,6.23540462,1.3357674
0,0.2,0.2,0,0,0,0,0.2,0,0.2,0.2,0,0,0,7.7903,-13.44,13.3816,2305.4,6.534212985,0.2272,6,BCC + Im,0.06534213,6.534212985,1.3508
0,0.2381,0.2381,0,0,0,0,0.0476,0,0.2381,0.2381,0,0,0,8.5478,-12.3356,12.5692,2374.8182,6.049728164,0.2228,6.381,BCC + Im,0.060497282,6.049728164,1.3296164
0,0.2222,0.2222,0,0,0,0,0.1111,0,0.2222,0.2222,0,0,0,8.2257,-12.9383,13.1459,2345.6816,6.30890362,0.2257,6.2216,BCC + Im,0.063089036,6.30890362,1.3383106
0,0.2,0.2,0,0,0,0,0.2,0,0.2,0.2,0,0,0,7.7903,-13.44,13.3816,2305.4,6.534212985,0.2272,6,BCC + Im,0.06534213,6.534212985,1.3508
0,0,0.25,0,0,0,0,0.25,0,0.25,0,0.25,0,0,6.64,-5,11.53,2247.75,8.781340818,0.12,4.75,BCC + Im,0.087813408,8.781340818,1.43575
0.25,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,5.5,-16.25,11.53,1949.75,3.94703996,0.03,5,BCC + Im,0.0394704,3.94703996,1.40975
0.25,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,5.5,-16.25,11.53,1949.75,3.94703996,0.03,5,BCC + Im,0.0394704,3.94703996,1.40975
0.2,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0,0,0,5.766,-14.56,13.3816,1995.8,5.90234915,0.0397,5.2,BCC + Im,0.059023492,5.90234915,1.3776
0.2,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0,0,0,5.766,-14.56,13.3816,1995.8,5.90234915,0.0397,5.2,BCC + Im,0.059023492,5.90234915,1.3776
0.2,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0,0,0,5.766,-14.56,13.3816,1995.8,5.90234915,0.0397,5.2,BCC + Im,0.059023492,5.90234915,1.3776
0.2,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0,0,0,5.766,-14.56,13.3816,1995.8,5.90234915,0.0397,5.2,BCC + Im,0.059023492,5.90234915,1.3776
0.18,0.28,0,0,0,0,0,0.18,0.18,0.18,0,0,0,0,5.8782,-13.6656,13.229,1898.86,6.262205721,0.0408,6.12,BCC + Im,0.062622057,6.262205721,1.3653
0.18,0.28,0,0,0,0,0,0.18,0.18,0.18,0,0,0,0,5.8782,-13.6656,13.229,1898.86,6.262205721,0.0408,6.12,BCC + Im,0.062622057,6.262205721,1.3653
0.18,0.28,0,0,0,0,0,0.18,0.18,0.18,0,0,0,0,5.8782,-13.6656,13.229,1898.86,6.262205721,0.0408,6.12,BCC + Im,0.062622057,6.262205721,1.3653
0.18,0.28,0,0,0,0,0,0.18,0.18,0.18,0,0,0,0,5.8782,-13.6656,13.229,1898.86,6.262205721,0.0408,6.12,BCC + Im,0.062622057,6.262205721,1.3653
0.1,0,0,0,0,0,0,0.225,0,0.225,0,0.225,0.225,0,7.9341,-11.79,13.0766,2188.275,4.952975798,0.1329,4.425,BCC + Im,0.049529758,4.952975798,1.5094
0.12,0,0,0,0,0,0,0.22,0,0.22,0,0.22,0.22,0,7.8367,-13.8336,13.1939,2160.38,4.961272793,0.1333,4.46,BCC + Im,0.049612728,4.961272793,1.50768
0.1,0,0,0,0,0,0,0.225,0,0.225,0,0.225,0.225,0,7.9341,-11.79,13.0766,2188.275,4.952975798,0.1329,4.425,BCC + Im,0.049529758,4.952975798,1.5094
0.12,0,0,0,0,0,0,0.22,0,0.22,0,0.22,0.22,0,7.8367,-13.8336,13.1939,2160.38,4.961272793,0.1333,4.46,BCC + Im,0.049612728,4.961272793,1.50768
0.1,0,0.2,0,0,0,0,0.4,0.1,0.2,0,0,0,0,5.7858,-10.96,12.229,2072.4,6.018491588,0.0469,4.9,BCC + Im,0.060184916,6.018491588,1.3952
0.1,0,0.2,0,0,0,0,0.4,0.1,0.2,0,0,0,0,5.7858,-10.96,12.229,2072.4,6.018491588,0.0469,4.9,BCC + Im,0.060184916,6.018491588,1.3952
0.1,0,0.2,0,0,0,0,0.4,0.1,0.2,0,0,0,0,5.7858,-10.96,12.229,2072.4,6.018491588,0.0469,4.9,BCC + Im,0.060184916,6.018491588,1.3952
0.1,0,0.2,0,0,0,0,0.4,0.1,0.2,0,0,0,0,5.7858,-10.96,12.229,2072.4,6.018491588,0.0469,4.9,BCC + Im,0.060184916,6.018491588,1.3952
0.1,0,0,0,0,0,0,0.3,0.04,0.2,0,0.2,0,0.16,7.56,-8.62,13.78,2263.8,4.926541183,0.1,4.6,BCC + Im,0.049265412,4.926541183,1.46964
0.1,0,0,0,0,0,0,0.3,0.04,0.2,0,0.2,0,0.16,7.56,-8.62,13.78,2263.8,4.926541183,0.1,4.6,BCC + Im,0.049265412,4.926541183,1.46964
0.1,0,0,0,0,0,0,0.3,0.04,0.2,0,0.2,0,0.16,7.56,-8.62,13.78,2263.8,4.926541183,0.1,4.6,BCC + Im,0.049265412,4.926541183,1.46964
0.1,0,0,0,0,0,0,0.3,0.04,0.2,0,0.2,0,0.16,7.56,-8.62,13.78,2263.8,4.926541183,0.1,4.6,BCC + Im,0.049265412,4.926541183,1.46964
0.1,0,0,0,0,0,0,0.3,0.04,0.2,0,0.2,0,0.16,7.56,-8.62,13.78,2263.8,4.926541183,0.1,4.6,BCC + Im,0.049265412,4.926541183,1.46964
0.1,0,0,0,0,0,0,0.3,0.04,0.2,0,0.2,0,0.16,7.56,-8.62,13.78,2263.8,4.926541183,0.1,4.6,BCC + Im,0.049265412,4.926541183,1.46964
0,0,0,0,0,0,0,0.1667,0,0.1667,0.1667,0.1667,0.1667,0.1667,9.9109,1.8889,12.4146,2583.7954,5.78282707,0.2462,4.6676,BCC + Im,0.057828271,5.78282707,1.4777955
0,0,0,0,0,0,0,0.1667,0,0.1667,0.1667,0.1667,0.1667,0.1667,9.9109,1.8889,12.4146,2583.7954,5.78282707,0.2462,4.6676,BCC + Im,0.057828271,5.78282707,1.4777955
0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0,8.7,-1.6,13.38,2441.4,6.097271121,0.31,4.6,BCC + Im,0.060972711,6.097271121,1.487
0,0,0,0,0,0,0,0.1667,0,0.1667,0.1667,0.1667,0.1667,0.1667,9.9109,1.8889,12.4146,2583.7954,5.78282707,0.2462,4.6676,BCC + Im,0.057828271,5.78282707,1.4777955
0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0,8.7,-1.6,13.38,2441.4,6.097271121,0.31,4.6,BCC + Im,0.060972711,6.097271121,1.487
0,0,0,0,0,0,0,0.1667,0,0.1667,0.1667,0.1667,0.1667,0.1667,9.9109,1.8889,12.4146,2583.7954,5.78282707,0.2462,4.6676,BCC + Im,0.057828271,5.78282707,1.4777955
0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0,8.7,-1.6,13.38,2441.4,6.097271121,0.31,4.6,BCC + Im,0.060972711,6.097271121,1.487
0.05,0,0,0,0,0,0,0.4,0.05,0.24,0,0.26,0,0,6.0689,-6.8576,11.298,2143.56,5.289095698,0.1093,4.39,BCC + Im,0.052890957,5.289095698,1.48194
0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0,8.7,-1.6,13.38,2441.4,6.097271121,0.31,4.6,BCC + Im,0.060972711,6.097271121,1.487
0,0,0.2,0,0,0,0,0.2,0,0.2,0.1,0.2,0,0.1,7.99,-4.92,14.53,2417.1,8.042355714,0.22,4.9,BCC + Im,0.080423557,8.042355714,1.4279
0,0,0.2,0,0,0,0,0.2,0,0.2,0.1,0.2,0,0.1,7.99,-4.92,14.53,2417.1,8.042355714,0.22,4.9,BCC + Im,0.080423557,8.042355714,1.4279
0,0,0.2,0,0,0,0,0.2,0,0.2,0.1,0.2,0,0.1,7.99,-4.92,14.53,2417.1,8.042355714,0.22,4.9,BCC + Im,0.080423557,8.042355714,1.4279
0.1818,0,0.2727,0,0,0,0,0.1818,0.1818,0.1818,0,0,0,0,5.8678,-13.7521,13.2546,2012.3715,6.288476898,0.0407,5.2722,BCC + Im,0.062884769,6.288476898,1.3657725
0.1818,0,0.2727,0,0,0,0,0.1818,0.1818,0.1818,0,0,0,0,5.8678,-13.7521,13.2546,2012.3715,6.288476898,0.0407,5.2722,BCC + Im,0.062884769,6.288476898,1.3657725
0.1818,0,0.2727,0,0,0,0,0.1818,0.1818,0.1818,0,0,0,0,5.8678,-13.7521,13.2546,2012.3715,6.288476898,0.0407,5.2722,BCC + Im,0.062884769,6.288476898,1.3657725
0.1818,0,0.2727,0,0,0,0,0.1818,0.1818,0.1818,0,0,0,0,5.8678,-13.7521,13.2546,2012.3715,6.288476898,0.0407,5.2722,BCC + Im,0.062884769,6.288476898,1.3657725
0.14,0.04,0.34,0.34,0.14,0,0,0,0,0,0,0,0,0,7.3724,-7.5744,12.6298,1800.2,5.098314645,0.1031,7.36,BCC + Im,0.050983146,5.098314645,1.27156
0.14,0.04,0.34,0.34,0.14,0,0,0,0,0,0,0,0,0,7.3724,-7.5744,12.6298,1800.2,5.098314645,0.1031,7.36,BCC + Im,0.050983146,5.098314645,1.27156
0.14,0.04,0.34,0.34,0.14,0,0,0,0,0,0,0,0,0,7.3724,-7.5744,12.6298,1800.2,5.098314645,0.1031,7.36,BCC + Im,0.050983146,5.098314645,1.27156
0.14,0.04,0.34,0.34,0.14,0,0,0,0,0,0,0,0,0,7.3724,-7.5744,12.6298,1800.2,5.098314645,0.1031,7.36,BCC + Im,0.050983146,5.098314645,1.27156
0.14,0.04,0.34,0.34,0.14,0,0,0,0,0,0,0,0,0,7.3724,-7.5744,12.6298,1800.2,5.098314645,0.1031,7.36,BCC + Im,0.050983146,5.098314645,1.27156
0.2439,0,0,0,0,0,0,0.2439,0.2439,0.2439,0,0.0244,0,0,5.5409,-16.7519,12.1985,1954.0993,4.420546739,0.0526,4.9756,BCC + Im,0.044205467,4.420546739,1.4144653
0.2353,0,0,0,0,0,0,0.2353,0.2353,0.2353,0,0.0588,0,0,5.588,-17.3841,12.7084,1960.2311,4.966227463,0.0703,4.9412,BCC + Im,0.049662275,4.966227463,1.4211131
0.2222,0,0,0,0,0,0,0.2222,0.2222,0.2222,0,0.1111,0,0,5.6571,-18.1728,13.1459,1969.3859,5.607626536,0.0891,4.8884,BCC + Im,0.056076265,5.607626536,1.4310791
0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,5.76,-17.44,13.38,1985.4,6.34742231,0.11,4.8,BCC + Im,0.063474223,6.34742231,1.4484
0.1818,0,0,0,0,0,0,0.1818,0.1818,0.1818,0,0.2727,0,0,5.8539,-19.3058,13.2546,1998.1911,6.72062144,0.1214,4.7268,BCC + Im,0.067206214,6.72062144,1.4623083
0.2439,0,0,0,0,0,0,0.2439,0.2439,0.2439,0,0.0244,0,0,5.5409,-16.7519,12.1985,1954.0993,4.420546739,0.0526,4.9756,BCC + Im,0.044205467,4.420546739,1.4144653
0.2353,0,0,0,0,0,0,0.2353,0.2353,0.2353,0,0.0588,0,0,5.588,-17.3841,12.7084,1960.2311,4.966227463,0.0703,4.9412,BCC + Im,0.049662275,4.966227463,1.4211131
0.2222,0,0,0,0,0,0,0.2222,0.2222,0.2222,0,0.1111,0,0,5.6571,-18.1728,13.1459,1969.3859,5.607626536,0.0891,4.8884,BCC + Im,0.056076265,5.607626536,1.4310791
0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,5.76,-17.44,13.38,1985.4,6.34742231,0.11,4.8,BCC + Im,0.063474223,6.34742231,1.4484
0.1818,0,0,0,0,0,0,0.1818,0.1818,0.1818,0,0.2727,0,0,5.8539,-19.3058,13.2546,1998.1911,6.72062144,0.1214,4.7268,BCC + Im,0.067206214,6.72062144,1.4623083
0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0.2,9.37,-2.56,13.38,2611,3.780994362,0.24,5,BCC + Im,0.037809944,3.780994362,1.4
0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,6.72,-12.32,13.38,1684,5.777889559,0.12,7.8,BCC + Im,0.057778896,5.777889559,1.2838
0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,5.76,-17.44,13.38,1985.4,6.34742231,0.11,4.8,BCC + Im,0.063474223,6.34742231,1.4484
0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,6.72,-12.32,13.38,1684,5.777889559,0.12,7.8,BCC + Im,0.057778896,5.777889559,1.2838
0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0.0909,0,0,0,0,0,0,6.44,-17.92,14.7,1707.2202,6.717962872,0.13,7.4538,BCC + Im,0.067179629,6.717962872,1.29987
0.05,0,0.15,0.335,0.335,0,0.1,0.03,0,0,0,0,0,0,7.2219,-11.2787,12.9408,1769.345,4.719582723,0.1329,8.05,BCC + Im,0.047195827,4.719582723,1.270955
0.04,0,0.15,0.335,0.335,0,0.1,0.04,0,0,0,0,0,0,7.5577,-9.7426,12.5138,1779.425,4.78716918,0.1319,8.03,BCC + Im,0.047871692,4.78716918,1.271255
0.03,0,0.15,0.335,0.335,0,0.1,0.05,0,0,0,0,0,0,7.5808,-10.0974,12.4928,1789.505,4.853637233,0.133,8.01,BCC + Im,0.048536372,4.853637233,1.271555
0.2174,0,0.2174,0.2174,0.1304,0.2174,0,0,0,0,0,0,0,0,6.6041,-2.6843,13.2423,1591.038,5.759819008,0.1233,8.0434,FCC + BCC + Im,0.05759819,5.759819008,1.2929584
0.2083,0,0.2083,0.2083,0.1667,0.2083,0,0,0,0,0,0,0,0,6.6866,-3.4028,13.3514,1596.6255,5.693810899,0.1239,8.1243,FCC + BCC + Im,0.056938109,5.693810899,1.2908682
0.2,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,6.7634,-4,13.3816,1602,5.628086233,0.1242,8.2,FCC + BCC + Im,0.056280862,5.628086233,1.2892
0.1923,0,0.1923,0.1923,0.2308,0.1923,0,0,0,0,0,0,0,0,6.8351,-4.497,13.3579,1606.851,5.563391184,0.1242,8.2693,FCC + BCC + Im,0.055633912,5.563391184,1.2875368
0.1852,0,0.1852,0.1852,0.2593,0.1852,0,0,0,0,0,0,0,0,6.9021,-4.9108,13.2962,1611.4695,5.499623005,0.1241,8.3342,FCC + BCC + Im,0.05499623,5.499623005,1.2861278
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC + Im,0.052806404,5.280640432,1.2830899
0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,6.72,-12.32,13.38,1684,5.777889559,0.12,7.8,FCC + BCC + Im,0.057778896,5.777889559,1.2838
0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,6.72,-12.32,13.38,1684,5.777889559,0.12,7.8,FCC + BCC + Im,0.057778896,5.777889559,1.2838
0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,6.72,-12.32,13.38,1684,5.777889559,0.12,7.8,FCC + BCC + Im,0.057778896,5.777889559,1.2838
0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,6.72,-12.32,13.38,1684,5.777889559,0.12,7.8,FCC + BCC + Im,0.057778896,5.777889559,1.2838
0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,6.72,-12.32,13.38,1684,5.777889559,0.12,7.8,FCC + BCC + Im,0.057778896,5.777889559,1.2838
0.07,0.2,0.2,0.22,0.19,0,0.12,0,0,0,0,0,0,0,7.5443,-7.5184,14.409,1763.93,4.345955752,0.1302,7.92,FCC + BCC + Im,0.043459558,4.345955752,1.272
0.1653,0.1653,0.1653,0.1653,0.3306,0,0,0,0,0,0.0083,0,0,0,7.0836,-11.9445,13.2672,1701.4739,5.422264193,0.1244,8.1495,FCC + BCC + Im,0.054222642,5.422264193,1.2783374
0.2,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,6.4854,-12.48,13.3816,1634.2,5.827707431,0.136,7.4,FCC + BCC + Im,0.058277074,5.827707431,1.3036
0.2,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,6.4854,-12.48,13.3816,1634.2,5.827707431,0.136,7.4,FCC + BCC + Im,0.058277074,5.827707431,1.3036
0.1111,0.2222,0.2222,0.2222,0.2222,0,0,0,0,0,0,0,0,0,7.33,-9.09,13.15,1767.295,4.602555539,0.11,7.9992,FCC + BCC + Im,0.046025555,4.602555539,1.2672066
0.1111,0.2222,0.2222,0.2222,0.2222,0,0,0,0,0,0,0,0,0,7.33,-9.09,13.15,1767.295,4.602555539,0.11,7.9992,FCC + BCC + Im,0.046025555,4.602555539,1.2672066
0.1111,0.2222,0.2222,0.2222,0.2222,0,0,0,0,0,0,0,0,0,7.33,-9.09,13.15,1767.295,4.602555539,0.11,7.9992,FCC + BCC + Im,0.046025555,4.602555539,1.2672066
0,0.3,0.1,0.45,0.05,0,0,0,0.1,0,0,0,0,0,7.9304,-4.9,11.0651,1868.05,1.724828537,0.0874,7.9,FCC + BCC + Im,0.017248285,1.724828537,1.25255
0,0.35,0.1,0.45,0,0,0,0,0.1,0,0,0,0,0,7.9306,-4.67,9.8716,1870.05,1.720623695,0.0859,7.85,FCC + BCC + Im,0.017206237,1.720623695,1.2528
0.1429,0.1429,0.1429,0.1429,0.1429,0.1429,0.1429,0,0,0,0,0,0,0,7.1301,-5.6327,16.1792,1614.2594,5.181922446,0.1404,8.1453,FCC + BCC + Im,0.051819224,5.181922446,1.2928163
0,0.2,0.26,0.2,0.14,0,0.2,0,0,0,0,0,0,0,7.9249,-3.7232,13.2296,1828.32,3.262141651,0.1355,7.76,FCC + BCC + Im,0.032621417,3.262141651,1.26758
0,0.2,0.1,0.45,0.15,0,0,0,0.1,0,0,0,0,0,7.93,-5.36,11.8589,1864.05,1.732527204,0.0901,8,FCC + BCC + Im,0.017325272,1.732527204,1.25205
0,0.3,0.1,0.45,0.05,0,0,0,0.1,0,0,0,0,0,7.9304,-4.9,11.0651,1868.05,1.724828537,0.0874,7.9,FCC + BCC + Im,0.017248285,1.724828537,1.25255
0,0.35,0.1,0.45,0,0,0,0,0.1,0,0,0,0,0,7.9306,-4.67,9.8716,1870.05,1.720623695,0.0859,7.85,FCC + BCC + Im,0.017206237,1.720623695,1.2528
0.07,0.2,0.2,0.22,0.19,0,0.12,0,0,0,0,0,0,0,7.5443,-7.5184,14.409,1763.93,4.345955752,0.1302,7.92,FCC + BCC + Im,0.043459558,4.345955752,1.272
0.07,0.2,0.2,0.22,0.19,0,0.12,0,0,0,0,0,0,0,7.5443,-7.5184,14.409,1763.93,4.345955752,0.1302,7.92,FCC + BCC + Im,0.043459558,4.345955752,1.272
0.07,0.2,0.2,0.22,0.19,0,0.12,0,0,0,0,0,0,0,7.5443,-7.5184,14.409,1763.93,4.345955752,0.1302,7.92,FCC + BCC + Im,0.043459558,4.345955752,1.272
0.1653,0.1653,0.1653,0.1653,0.3306,0,0,0,0,0,0.0083,0,0,0,7.0836,-11.9445,13.2672,1701.4739,5.422264193,0.1244,8.1495,FCC + BCC + Im,0.054222642,5.422264193,1.2783374
0.1653,0.1653,0.1653,0.1653,0.3306,0,0,0,0,0,0.0083,0,0,0,7.0836,-11.9445,13.2672,1701.4739,5.422264193,0.1244,8.1495,FCC + BCC + Im,0.054222642,5.422264193,1.2783374
0.1653,0.1653,0.1653,0.1653,0.3306,0,0,0,0,0,0.0083,0,0,0,7.0836,-11.9445,13.2672,1701.4739,5.422264193,0.1244,8.1495,FCC + BCC + Im,0.054222642,5.422264193,1.2783374
0.1653,0.1653,0.1653,0.1653,0.3306,0,0,0,0,0,0.0083,0,0,0,7.0836,-11.9445,13.2672,1701.4739,5.422264193,0.1244,8.1495,FCC + BCC + Im,0.054222642,5.422264193,1.2783374
0.1653,0.1653,0.1653,0.1653,0.3306,0,0,0,0,0,0.0083,0,0,0,7.0836,-11.9445,13.2672,1701.4739,5.422264193,0.1244,8.1495,FCC + BCC + Im,0.054222642,5.422264193,1.2783374
0.1653,0.1653,0.1653,0.1653,0.3306,0,0,0,0,0,0.0083,0,0,0,7.0836,-11.9445,13.2672,1701.4739,5.422264193,0.1244,8.1495,FCC + BCC + Im,0.054222642,5.422264193,1.2783374
0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,6.72,-12.32,13.38,1684,5.777889559,0.12,7.8,FCC + BCC + Im,0.057778896,5.777889559,1.2838
0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,6.72,-12.32,13.38,1684,5.777889559,0.12,7.8,FCC + BCC + Im,0.057778896,5.777889559,1.2838
0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,6.72,-12.32,13.38,1684,5.777889559,0.12,7.8,FCC + BCC + Im,0.057778896,5.777889559,1.2838
0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,6.72,-12.32,13.38,1684,5.777889559,0.12,7.8,FCC + BCC + Im,0.057778896,5.777889559,1.2838
0.1429,0.1429,0.1429,0.1429,0,0.1429,0.1429,0.1429,0,0,0,0,0,0,6.2251,-12.8889,14.8975,1644.6971,6.470865946,0.147,7.2879,FCC + BCC + Im,0.064708659,6.470865946,1.3236827
0.1429,0.2857,0,0.2857,0.2857,0,0,0,0,0,0,0,0,0,7.3872,-9.4694,11.2394,1649.5356,5.123783175,0.0971,8.5713,FCC + BCC,0.051237832,5.123783175,1.2725794
0.2,0.2667,0,0.2667,0.2667,0,0,0,0,0,0,0,0,0,6.9661,-11.9467,11.4681,1601.9496,5.804502021,0.1094,8.4009,FCC + BCC,0.05804502,5.804502021,1.2833246
0.0909,0.1818,0.1818,0.1818,0.1818,0.0909,0,0.0909,0,0,0,0,0,0,7.1247,-10.843,15.7458,1745.8527,5.968324256,0.1309,7.9083,FCC + BCC,0.059683243,5.968324256,1.2858714
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.2857,0.1429,0.1429,0.1429,0.1429,0.1429,0,0,0,0,0,0,0,0,6.27,-8.65,14.53,1530.454,6.256058641,0.13,8.0018,FCC + BCC,0.062560586,6.256058641,1.3043909
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1111,0.2222,0.2222,0.2222,0.2222,0,0,0,0,0,0,0,0,0,7.33,-9.09,13.15,1767.295,4.602555539,0.11,7.9992,FCC + BCC,0.046025555,4.602555539,1.2672066
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1111,0.2222,0.2222,0.2222,0.2222,0,0,0,0,0,0,0,0,0,7.33,-9.09,13.15,1767.295,4.602555539,0.11,7.9992,FCC + BCC,0.046025555,4.602555539,1.2672066
0.1111,0.2222,0.2222,0.2222,0.2222,0,0,0,0,0,0,0,0,0,7.33,-9.09,13.15,1767.295,4.602555539,0.11,7.9992,FCC + BCC,0.046025555,4.602555539,1.2672066
0.1111,0.2222,0.2222,0.2222,0.2222,0,0,0,0,0,0,0,0,0,7.33,-9.09,13.15,1767.295,4.602555539,0.11,7.9992,FCC + BCC,0.046025555,4.602555539,1.2672066
0.1111,0.2222,0.2222,0.2222,0.2222,0,0,0,0,0,0,0,0,0,7.33,-9.09,13.15,1767.295,4.602555539,0.11,7.9992,FCC + BCC,0.046025555,4.602555539,1.2672066
0,0,0.2976,0.2976,0,0.0179,0.0893,0,0.2976,0,0,0,0,0,7.0757,2.1868,11.3881,1997.3373,3.08194553,0.0983,6.4764,FCC + BCC,0.030819455,3.08194553,1.2760968
0,0,0.2778,0.2778,0,0.0278,0.1389,0,0.2778,0,0,0,0,0,7.1148,2.3765,11.9825,1963.8514,3.248788704,0.1032,6.5563,FCC + BCC,0.032487887,3.248788704,1.2803502
0,0,0.2604,0.2604,0,0.0365,0.1823,0,0.2604,0,0,0,0,0,7.1491,2.5206,12.3235,1934.1903,3.361550701,0.1069,6.6252,FCC + BCC,0.033615507,3.361550701,1.2838344
0,0,0.2381,0.2381,0,0.0476,0.2381,0,0.2381,0,0,0,0,0,7.1934,2.6757,12.5692,1896.3441,3.466159013,0.1112,6.7142,FCC + BCC,0.03466159,3.466159013,1.2884764
0.2,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,6.4854,-12.48,13.3816,1634.2,5.827707431,0.136,7.4,FCC + BCC,0.058277074,5.827707431,1.3036
0.2,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,6.4854,-12.48,13.3816,1634.2,5.827707431,0.136,7.4,FCC + BCC,0.058277074,5.827707431,1.3036
0.1111,0.2222,0.2222,0.2222,0.2222,0,0,0,0,0,0,0,0,0,7.33,-9.09,13.15,1767.295,4.602555539,0.11,7.9992,FCC + BCC,0.046025555,4.602555539,1.2672066
